,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
26324,26325,0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,943
25637,25638,0.45,Ideal,F,SI2,62.5,57.0,4.9,4.86,3.05,996
13575,13576,0.92,Fair,F,SI1,64.9,58.0,6.1,6.04,3.94,3117
3054,3055,0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72,716
20059,20060,1.24,Ideal,D,VVS2,62.6,55.0,6.89,6.94,4.33,13803
24160,24161,0.71,Premium,G,VS1,62.4,61.0,5.7,5.65,3.54,2803
7218,7219,0.5,Premium,F,VS2,62.7,59.0,5.05,5.09,3.18,1436
6722,6723,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,3577
3300,3301,0.41,Good,E,VVS1,64.1,55.0,4.71,4.68,3.01,1298
19694,19695,0.32,Ideal,E,VVS2,61.6,57.0,4.4,4.43,2.72,842
23605,23606,0.33,Ideal,E,VVS2,61.8,56.0,4.44,4.46,2.75,891
8519,8520,1.02,Ideal,D,SI1,62.3,56.0,6.49,6.45,4.03,5266
16380,16381,1.02,Ideal,G,SI1,62.2,56.0,6.44,6.46,4.01,5082
10682,10683,1.01,Very Good,G,SI1,60.6,57.0,6.49,6.52,3.94,4916
14295,14296,0.5,Good,G,VVS2,63.9,58.0,5.0,5.05,3.21,1715
22338,22339,0.4,Premium,F,VS2,60.7,60.0,4.8,4.75,2.9,1080
10998,10999,1.5,Very Good,H,VS2,62.8,57.0,7.25,7.3,4.57,10959
12600,12601,0.75,Ideal,G,VS2,61.6,55.0,5.86,5.89,3.62,3073
17216,17217,0.91,Very Good,E,SI2,62.8,59.0,6.1,6.16,3.85,3876
11271,11272,1.0,Very Good,F,VS2,63.4,58.0,6.3,6.39,4.02,6818
26695,26696,0.26,Ideal,H,VS1,61.9,55.0,4.1,4.13,2.55,448
19846,19847,0.3,Ideal,G,SI2,61.8,57.0,4.31,4.33,2.67,422
7643,7644,0.27,Ideal,E,VS2,61.0,55.0,4.18,4.2,2.56,577
16438,16439,1.0,Ideal,F,SI2,62.3,56.0,6.34,6.27,3.93,3696
14422,14423,1.2,Ideal,E,VVS2,62.2,57.0,6.81,6.77,4.22,11839
19835,19836,1.36,Good,F,SI1,57.5,60.0,7.36,7.31,4.22,7197
22689,22690,0.3,Ideal,D,SI1,61.0,56.0,4.3,4.33,2.63,552
10093,10094,0.59,Very Good,F,VS2,62.0,58.0,5.35,5.42,3.34,1764
1481,1482,1.02,Ideal,F,SI2,61.8,57.0,6.43,6.49,3.99,4746
4873,4874,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,854
13087,13088,1.01,Very Good,I,SI1,63.1,58.0,6.38,6.33,4.01,3563
16002,16003,1.24,Premium,G,VVS2,59.9,60.0,7.0,6.98,4.19,10388
8038,8039,1.16,Ideal,H,SI1,61.8,54.0,6.74,6.81,4.19,6084
12342,12343,1.23,Premium,D,SI2,58.0,59.0,7.02,6.97,4.06,4470
19719,19720,0.72,Ideal,H,IF,61.4,56.0,5.76,5.8,3.55,3257
22400,22401,0.4,Very Good,E,VS1,62.6,56.0,4.67,4.72,2.94,1053
21310,21311,0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,557
25522,25523,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
5797,5798,0.32,Very Good,G,VS2,62.3,55.0,4.38,4.41,2.73,544
11485,11486,0.52,Ideal,E,VS2,61.1,55.0,5.2,5.27,3.2,1689
5232,5233,0.34,Premium,I,VVS1,60.5,59.0,4.54,4.48,2.73,803
21467,21468,0.37,Premium,E,VS1,61.5,55.0,4.7,4.66,2.88,999
6645,6646,0.59,Premium,D,SI1,62.3,54.0,5.41,5.38,3.36,1912
15534,15535,0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77,5817
5490,5491,0.31,Ideal,E,VS2,61.8,56.0,4.34,4.36,2.69,680
768,769,1.25,Premium,E,VS2,61.5,58.0,6.98,6.91,4.27,10640
18449,18450,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4814
23570,23571,1.61,Premium,H,SI1,60.8,56.0,7.61,7.58,4.62,11169
7311,7312,2.01,Very Good,G,SI2,63.3,58.0,8.01,8.05,5.08,15563
24861,24862,0.41,Premium,E,VS1,62.8,58.0,4.72,4.7,2.96,1153
26885,26886,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1316
20908,20909,0.76,Very Good,F,VVS1,62.1,57.0,5.8,5.83,3.61,4504
2717,2718,0.4,Ideal,E,SI1,61.2,57.0,4.7,4.74,2.89,737
2079,2080,1.5,Very Good,H,SI1,61.4,57.0,7.27,7.33,4.48,9035
25298,25299,2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,15931
951,952,2.61,Ideal,I,SI2,62.1,56.0,8.85,8.73,5.46,18756
24442,24443,1.0,Good,E,SI1,58.2,61.0,6.53,6.57,3.81,5330
2482,2483,0.5,Ideal,D,VS2,61.2,55.0,5.12,5.07,3.12,1808
9181,9182,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79,5853
1759,1760,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,3908
9984,9985,0.38,Ideal,F,VVS1,61.9,54.0,4.7,4.67,2.9,1257
20806,20807,1.52,Premium,E,SI2,62.0,62.0,7.2,7.13,4.44,8810
23088,23089,0.27,Very Good,G,VVS1,61.0,56.0,4.21,4.25,2.57,566
9916,9917,0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53,2337
21566,21567,0.32,Ideal,I,VVS2,63.0,57.0,4.37,4.33,2.74,720
24917,24918,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.38,2.7,636
20085,20086,0.34,Ideal,E,SI1,,55.0,4.47,4.51,2.79,596
4243,4244,1.56,Ideal,H,SI1,62.4,54.0,7.48,7.43,4.65,10728
17072,17073,0.3,Very Good,G,VS2,63.5,59.0,4.22,4.17,2.66,644
19816,19817,0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,1158
13395,13396,0.5,Ideal,G,SI2,62.1,55.0,5.09,5.12,3.17,1080
4944,4945,0.54,Ideal,H,VVS2,61.6,56.0,5.24,5.27,3.24,1639
17350,17351,1.18,Ideal,I,VS1,62.6,55.0,6.79,6.73,4.24,6661
5588,5589,0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55,2594
16241,16242,1.22,Ideal,H,VS2,61.9,55.0,6.88,6.83,4.24,4914
10395,10396,1.23,Very Good,H,VS2,62.4,58.0,6.8,6.85,4.26,6848
19097,19098,0.36,Ideal,F,SI1,62.7,57.0,4.56,4.53,2.85,667
4757,4758,1.0,Very Good,F,VS2,61.1,60.0,6.4,6.46,3.93,7343
4380,4381,0.7,Premium,J,SI1,63.0,56.0,5.66,5.61,3.55,1827
22704,22705,0.52,Ideal,F,VVS2,62.0,55.0,5.16,5.2,3.21,2168
13472,13473,0.31,Ideal,F,IF,62.1,56.0,4.36,4.33,2.7,1046
22359,22360,0.77,Premium,F,VS1,59.5,58.0,5.96,5.94,3.54,3211
19956,19957,2.05,Ideal,J,SI1,60.3,60.0,8.17,8.24,4.95,14037
12997,12998,1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,4277
5299,5300,0.3,Ideal,G,VVS2,62.2,55.0,4.33,4.29,2.68,878
1990,1991,1.01,Premium,E,VS2,62.0,59.0,6.44,6.46,4.0,6666
12312,12313,1.7,Premium,J,VS2,62.9,62.0,7.47,7.38,4.67,9225
12951,12952,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,6793
17589,17590,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,2010
13490,13491,0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68,581
4971,4972,0.61,Ideal,E,SI2,62.0,54.0,5.46,5.48,3.39,1368
26604,26605,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
13226,13227,1.39,Premium,H,VS2,62.5,59.0,7.17,7.1,4.46,7006
6783,6784,0.81,Premium,F,SI1,59.4,60.0,6.11,6.07,3.62,2403
3600,3601,0.36,Premium,E,VVS1,62.4,56.0,4.57,4.53,2.84,1035
22874,22875,0.43,Premium,G,IF,61.4,59.0,4.79,4.85,2.96,1433
24993,24994,0.42,Ideal,I,VVS1,62.5,57.0,4.77,4.8,2.99,884
26939,26940,1.74,Very Good,H,SI2,62.1,59.0,7.65,7.78,4.79,10086
8070,8071,0.36,Premium,E,SI2,61.5,61.0,4.63,4.57,2.83,518
8577,8578,1.2,Very Good,E,VVS1,61.3,60.0,6.77,6.84,4.17,13015
7973,7974,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.2,3.15,2041
10314,10315,0.41,Premium,I,SI2,61.6,59.0,4.79,4.76,2.94,692
1625,1626,0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22,1621
16920,16921,1.01,Ideal,E,VVS2,60.0,55.0,6.56,6.6,3.95,9310
25150,25151,0.9,Ideal,G,VS2,62.4,54.0,6.22,6.19,3.87,4309
7970,7971,0.67,Very Good,D,SI1,60.2,60.0,5.61,5.68,3.4,2007
13224,13225,1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,4332
4212,4213,0.37,Very Good,G,VS1,63.1,56.0,4.59,4.57,2.89,957
6456,6457,0.34,Ideal,E,VS2,61.8,57.0,4.48,4.52,2.78,696
19891,19892,0.4,Ideal,F,VVS1,61.8,58.0,4.72,4.76,2.93,1168
24777,24778,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619
9524,9525,0.42,Ideal,I,VS2,61.0,54.0,4.84,4.87,2.96,807
23496,23497,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,1551
11694,11695,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.75,3.56,2513
2708,2709,0.34,Premium,H,VS1,62.1,58.0,4.49,4.46,2.78,765
21415,21416,1.5,Premium,I,IF,62.9,58.0,7.31,7.21,4.57,10332
6514,6515,0.56,Ideal,D,VS2,61.1,56.0,5.3,5.33,3.25,1963
4662,4663,0.4,Good,F,VS1,63.1,59.0,4.64,4.68,2.94,877
20405,20406,0.41,Very Good,G,VS1,60.6,56.0,4.83,4.87,2.94,976
1854,1855,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15486
3072,3073,0.52,Good,E,VS2,64.3,56.0,5.02,5.14,3.27,1625
19256,19257,1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,4139
19414,19415,1.08,Premium,D,VS1,61.0,59.0,6.66,6.61,4.05,8999
14755,14756,0.33,Ideal,E,VVS1,62.6,58.0,4.36,4.4,2.74,852
1645,1646,0.57,Ideal,H,IF,61.0,57.0,5.35,5.38,3.27,2210
3417,3418,1.31,Ideal,G,VS1,61.6,57.0,6.99,7.04,4.32,12008
3476,3477,0.7,Ideal,I,VS2,61.2,55.0,5.75,5.77,3.53,2249
26374,26375,0.38,Ideal,F,SI2,60.6,56.0,4.73,4.7,2.86,827
11053,11054,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
1792,1793,0.53,Ideal,E,VS2,61.8,56.0,5.17,5.21,3.21,1676
13718,13719,0.3,Ideal,F,VS2,60.9,56.0,4.32,4.35,2.64,605
15114,15115,1.02,Premium,H,VS2,62.5,60.0,6.43,6.38,4.0,5312
3797,3798,2.01,Very Good,E,SI1,60.8,59.0,8.14,8.2,4.97,16956
3368,3369,1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,3443
11559,11560,1.01,Premium,E,VS2,60.9,58.0,6.53,6.47,3.96,7522
7196,7197,0.79,Very Good,D,VS1,62.4,60.0,5.86,5.88,3.66,4213
26495,26496,0.32,Ideal,F,VS2,61.5,56.0,4.42,4.4,2.71,828
21493,21494,0.5,Very Good,G,VVS2,61.6,58.0,5.07,5.09,3.13,1784
22408,22409,0.73,Premium,H,VS2,61.0,58.0,5.84,5.76,3.54,2519
11641,11642,1.54,Ideal,G,VVS1,60.8,57.0,7.49,7.45,4.54,16316
8795,8796,0.3,Very Good,J,VS2,61.6,61.0,4.28,4.33,2.65,368
26033,26034,0.73,Ideal,F,SI1,59.6,57.0,5.88,5.86,3.5,2527
126,127,0.76,Very Good,E,SI1,63.0,59.0,5.76,5.8,3.64,2668
5959,5960,1.0,Good,H,SI2,63.2,60.0,6.27,6.3,3.97,3740
20260,20261,0.71,Very Good,H,SI2,62.2,55.1,5.7,5.72,3.55,2339
13635,13636,0.41,Ideal,E,VVS2,61.0,56.0,4.79,4.82,2.93,1187
15343,15344,0.34,Fair,J,SI1,64.5,57.0,4.38,4.36,2.82,497
4451,4452,1.06,Ideal,H,SI2,60.6,59.0,6.63,6.6,4.01,4267
7147,7148,0.3,Ideal,H,VS2,62.3,57.0,4.25,4.29,2.66,491
19915,19916,1.81,Premium,G,SI1,62.3,58.0,7.75,7.68,4.81,11854
827,828,0.3,Good,G,VS1,63.6,54.0,4.31,4.25,2.72,776
24174,24175,1.57,Very Good,D,SI1,62.3,59.0,7.39,7.44,4.62,12304
26483,26484,0.41,Ideal,G,VS2,62.7,55.0,4.75,4.79,2.99,827
17368,17369,1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
11473,11474,0.32,Ideal,G,SI1,60.9,57.0,4.46,4.44,2.71,612
7783,7784,2.0,Fair,J,SI1,66.4,55.0,7.82,7.67,5.15,11189
10380,10381,0.9,Good,F,VS2,63.6,59.0,6.11,6.06,3.87,4234
26410,26411,1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,5588
2443,2444,0.7,Premium,G,SI2,61.1,60.0,5.67,5.62,3.45,2177
24938,24939,0.27,Ideal,E,VVS1,62.0,56.0,4.19,4.16,2.59,752
10541,10542,0.36,Ideal,F,VVS2,62.4,55.0,4.54,4.57,2.84,896
16729,16730,0.91,Very Good,G,SI2,,59.0,6.19,6.22,3.85,3238
814,815,0.73,Ideal,F,VS2,62.6,56.0,5.77,5.74,3.6,2762
22550,22551,0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
12999,13000,0.41,Ideal,E,VS1,61.2,56.0,4.82,4.89,2.97,1144
11397,11398,1.25,Very Good,G,VS1,62.7,56.0,6.81,6.93,4.31,8580
25734,25735,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1040
26675,26676,0.41,Premium,F,VVS1,61.3,59.0,4.79,4.73,2.92,1356
14153,14154,1.02,Premium,E,VS2,62.8,59.0,6.44,6.39,4.03,5666
12298,12299,0.44,Premium,G,SI1,61.6,61.0,4.88,4.83,2.99,990
5779,5780,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,3927
2116,2117,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2333
793,794,1.26,Premium,G,SI2,59.1,59.0,7.09,7.05,4.18,5899
10147,10148,2.03,Premium,E,SI2,61.5,59.0,8.16,8.24,5.04,18310
6898,6899,0.34,Very Good,I,VVS2,63.1,56.0,4.47,4.43,2.81,765
2674,2675,0.41,Premium,E,VS2,62.1,58.0,4.75,4.78,2.96,935
16478,16479,1.01,Ideal,D,SI2,61.6,57.0,6.32,6.45,3.93,5051
15770,15771,0.82,Good,J,SI1,57.4,59.0,6.25,6.19,3.57,2140
20609,20610,0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,749
3756,3757,0.59,Ideal,G,VS2,62.1,57.0,5.36,5.39,3.34,1774
2891,2892,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
18755,18756,0.7,Very Good,I,VVS1,60.9,60.0,5.68,5.71,3.47,2421
14382,14383,0.5,Very Good,D,VS2,62.8,56.0,5.04,5.08,3.18,1752
20103,20104,0.56,Ideal,G,VS2,62.1,56.0,5.29,5.31,3.29,1580
3228,3229,0.9,Premium,D,VS2,63.0,62.0,6.13,6.06,3.84,4586
7863,7864,1.6,Very Good,H,VS1,61.2,58.6,7.48,7.63,4.62,12378
6359,6360,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,10814
25902,25903,0.3,Premium,H,VS2,61.1,61.0,4.32,4.29,2.63,608
23710,23711,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408
22412,22413,0.71,Ideal,I,SI2,61.6,56.0,5.72,5.74,3.53,1947
13429,13430,0.48,Premium,H,SI1,61.9,58.0,5.04,5.01,3.11,990
11104,11105,0.9,Premium,F,SI2,62.7,58.0,6.16,6.09,3.84,3780
18249,18250,1.23,Good,J,SI1,63.1,57.6,6.74,6.8,4.27,4870
13946,13947,0.45,Ideal,D,SI1,60.6,55.0,4.99,4.97,3.02,1027
4612,4613,0.3,Ideal,F,VS2,61.6,56.0,4.3,4.33,2.66,573
19029,19030,1.2,Premium,H,SI2,62.3,58.0,6.81,6.76,4.23,5376
2243,2244,1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499
5373,5374,2.05,Premium,J,VS2,62.3,60.0,8.09,8.15,5.06,13543
2336,2337,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,504
17334,17335,1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,10441
11260,11261,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,465
1120,1121,0.86,Ideal,H,SI2,61.8,55.0,6.12,6.14,3.79,2892
10789,10790,0.23,Very Good,F,VS2,61.0,59.0,3.95,3.99,2.42,402
18588,18589,0.5,Premium,H,SI2,61.0,58.0,5.14,5.05,3.11,958
419,420,0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658
922,923,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,6579
9446,9447,0.9,Premium,E,SI2,61.7,58.0,6.18,6.11,3.79,3830
25053,25054,1.61,Ideal,H,SI1,62.3,56.0,7.51,7.47,4.67,9341
5408,5409,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3580
5788,5789,0.2,Very Good,E,VS2,63.4,59.0,3.74,3.71,2.36,367
22126,22127,1.55,Ideal,I,VS2,62.6,56.0,7.35,7.41,4.62,8831
15374,15375,0.6,Premium,H,VS1,60.8,59.0,5.49,5.43,3.32,2376
24051,24052,0.51,Very Good,E,VVS2,62.8,57.0,5.06,5.1,3.19,2146
21951,21952,1.03,Fair,G,SI1,64.7,63.0,6.36,6.31,4.1,4424
24519,24520,0.36,Good,E,SI2,63.7,54.0,4.55,4.52,2.89,648
17586,17587,0.83,Ideal,G,VS1,62.1,57.0,5.99,6.03,3.73,4181
22149,22150,1.01,Ideal,E,SI2,62.8,57.0,6.38,6.35,4.0,4434
8389,8390,1.06,Ideal,G,SI2,62.1,58.0,6.49,6.53,4.04,4987
1970,1971,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68,878
11302,11303,1.05,Good,I,VS2,63.1,58.0,6.42,6.47,4.07,4529
4018,4019,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,552
3687,3688,1.0,Fair,H,SI2,65.3,62.0,6.34,6.12,4.08,2818
18381,18382,0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1361
20417,20418,0.9,Premium,E,VS2,63.0,58.0,6.16,6.13,3.87,4625
12790,12791,0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,1421
11246,11247,1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56,17515
1248,1249,0.41,Ideal,E,VS1,60.4,55.0,4.85,4.89,2.94,1115
2192,2193,1.02,Premium,J,SI1,61.8,58.0,6.5,6.44,4.0,3856
19096,19097,1.0,Very Good,I,SI1,63.1,58.0,6.3,6.35,3.99,4149
9184,9185,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1181
18574,18575,1.68,Ideal,E,SI2,60.4,55.0,7.7,7.79,4.68,11781
4670,4671,0.55,Very Good,F,SI1,63.3,58.0,5.21,5.18,3.29,1449
21526,21527,1.56,Premium,I,SI1,61.7,59.0,7.44,7.38,4.57,7155
5984,5985,0.51,Premium,G,VS1,62.5,58.0,5.09,5.11,3.19,1656
6565,6566,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,743
7804,7805,0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
11954,11955,0.5,Ideal,J,VS2,61.7,57.0,5.09,5.12,3.15,875
6943,6944,0.78,Very Good,E,SI1,63.4,56.0,5.84,5.9,3.72,2565
9510,9511,1.61,Very Good,E,SI2,63.0,59.9,7.42,7.45,4.68,10891
10535,10536,0.57,Ideal,E,VS1,62.9,57.0,5.29,5.27,3.32,1982
18520,18521,0.57,Premium,F,SI2,61.4,56.0,5.38,5.29,3.28,1176
17449,17450,2.2,Ideal,H,SI2,60.0,58.0,8.47,8.5,5.09,16530
14060,14061,0.9,Very Good,D,SI1,60.6,59.0,6.23,6.28,3.79,5040
16984,16985,0.35,Very Good,G,VS1,61.5,60.0,4.51,4.57,2.79,676
20611,20612,1.7,Ideal,H,VS2,62.8,55.0,7.61,7.54,4.76,10333
7577,7578,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,499
77,78,0.51,Ideal,G,VS2,62.0,56.0,5.11,5.18,3.19,1343
23930,23931,0.31,Premium,H,VVS2,61.4,58.0,4.37,4.32,2.67,802
19282,19283,0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943
15524,15525,1.13,Ideal,G,SI2,61.1,54.0,6.77,6.74,4.13,5062
21204,21205,0.42,Premium,D,VS1,60.8,59.0,4.79,4.85,2.93,1179
23325,23326,0.7,Good,F,VS1,64.0,56.0,5.6,5.65,3.6,2401
22797,22798,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,417
9064,9065,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,2438
8007,8008,0.91,Good,E,SI2,64.3,57.0,6.0,6.04,3.87,3632
21852,21853,0.72,Ideal,G,VS1,61.8,56.0,5.74,5.76,3.55,3478
5951,5952,0.58,Very Good,G,VS2,63.2,58.0,5.36,5.28,3.36,1336
11157,11158,0.42,Good,G,SI1,63.1,56.0,4.75,4.79,3.01,687
3391,3392,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.37,2.72,804
5415,5416,0.53,Ideal,G,VVS2,62.6,56.0,5.16,5.19,3.24,1818
18944,18945,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,984
8162,8163,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1286
19019,19020,0.52,Ideal,E,VS2,61.2,56.0,5.23,5.16,3.18,1815
5256,5257,0.9,Very Good,D,SI2,58.8,59.0,6.24,6.28,3.68,3643
3530,3531,1.51,Premium,I,SI1,61.8,60.0,7.23,7.3,4.49,7989
8567,8568,0.31,Ideal,G,VVS1,62.5,57.0,4.31,4.36,2.71,816
1908,1909,0.26,Ideal,D,VVS2,61.4,56.0,4.12,4.15,2.54,599
25991,25992,0.44,Premium,E,VS2,62.3,59.0,4.81,4.91,3.03,1003
235,236,1.21,Premium,H,IF,62.2,58.0,6.83,6.8,4.24,8446
12219,12220,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,853
17988,17989,0.9,Ideal,G,VVS1,62.9,56.0,6.11,6.19,3.87,6237
7984,7985,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,1985
9310,9311,0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
3490,3491,0.9,Premium,E,SI1,60.7,61.0,6.19,6.17,3.75,3625
14231,14232,0.39,Very Good,G,VS1,,58.0,4.63,4.69,2.92,798
18378,18379,0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55,580
19208,19209,1.0,Good,G,SI1,61.6,62.0,6.37,6.45,3.95,4528
26023,26024,0.34,Premium,H,VS2,61.9,56.0,4.49,4.46,2.77,689
10568,10569,0.63,Good,F,VS1,61.6,60.7,5.46,5.52,3.38,2188
1342,1343,0.54,Ideal,E,VS1,61.0,56.0,5.35,5.24,3.23,2041
8512,8513,0.28,Ideal,E,VVS2,60.7,57.0,4.22,4.25,2.57,612
1619,1620,0.31,Ideal,D,VS2,62.0,55.0,4.36,4.38,2.71,734
5287,5288,0.51,Very Good,G,VS2,62.5,59.0,5.05,5.1,3.17,1438
18444,18445,0.3,Very Good,F,VS2,62.9,57.0,4.26,4.29,2.69,605
7041,7042,0.36,Good,I,VS1,63.3,56.0,4.51,4.56,2.87,568
2219,2220,1.53,Ideal,G,SI1,62.4,57.0,7.33,7.41,4.6,11230
9865,9866,0.87,Very Good,I,SI1,63.6,55.8,6.07,6.1,3.87,2791
22422,22423,0.3,Ideal,I,VS1,61.5,58.0,4.28,4.31,2.64,454
16644,16645,0.42,Ideal,H,VS1,62.0,57.0,4.8,4.82,2.98,847
26132,26133,0.58,Ideal,D,SI1,61.1,57.0,5.36,5.41,3.29,1737
12977,12978,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,8170
25477,25478,0.56,Ideal,E,VS2,,57.0,5.31,5.34,3.23,1819
20128,20129,0.71,Ideal,E,VS2,62.2,57.0,5.69,5.73,3.55,3073
14594,14595,0.51,Premium,H,SI1,60.6,59.0,5.17,5.13,3.12,1116
18410,18411,0.34,Premium,E,SI1,60.3,57.0,4.56,4.53,2.74,765
6988,6989,0.72,Premium,E,SI2,61.7,58.0,5.79,5.74,3.56,2125
20618,20619,0.3,Ideal,G,VS1,62.4,57.0,4.3,4.32,2.69,624
1917,1918,0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,2863
1828,1829,1.64,Premium,G,VS2,62.4,58.0,7.49,7.52,4.68,14201
9765,9766,0.3,Premium,F,VS2,62.7,58.0,4.3,4.25,2.68,776
12607,12608,0.5,Fair,G,VS1,60.3,66.0,5.13,5.09,3.08,1327
12941,12942,1.0,Very Good,G,VVS2,59.8,59.0,6.47,6.51,3.88,7584
6233,6234,0.78,Ideal,E,SI1,62.1,58.0,5.86,5.9,3.65,3146
26088,26089,1.21,Ideal,G,VS1,61.1,58.0,6.9,6.87,4.21,8699
6283,6284,0.3,Premium,H,VS2,60.9,61.0,4.35,4.32,2.64,608
4208,4209,1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991
12819,12820,0.32,Ideal,I,VS2,61.5,54.0,4.43,4.45,2.73,466
16608,16609,0.51,Ideal,E,VS2,62.0,56.0,5.15,5.11,3.18,1781
25299,25300,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,1022
9333,9334,1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
6469,6470,0.7,Good,H,VS2,63.9,59.0,5.6,5.64,3.59,2330
26195,26196,0.55,Very Good,E,VS2,61.7,59.0,5.2,5.27,3.23,1629
13746,13747,0.28,Ideal,F,VVS2,62.5,57.0,4.18,4.21,2.62,642
15385,15386,0.41,Premium,G,VS1,61.7,57.0,4.78,4.75,2.94,961
13703,13704,0.31,Ideal,E,VS2,61.6,57.0,4.35,4.38,2.69,680
10954,10955,1.04,Premium,H,SI1,62.6,59.0,6.43,6.47,4.04,4890
846,847,1.14,Premium,G,VS2,61.9,58.0,6.72,6.68,4.15,6256
20673,20674,1.18,Premium,G,VVS2,61.6,58.0,6.77,6.8,4.18,9137
5560,5561,0.53,Ideal,I,SI1,61.5,56.0,5.21,5.23,3.21,1094
13234,13235,1.01,Premium,G,SI1,62.3,60.0,6.31,6.25,3.91,4395
14309,14310,0.31,Premium,G,VS1,61.2,59.0,4.37,4.35,2.67,802
18935,18936,0.4,Ideal,F,VVS1,60.7,56.0,4.79,4.77,2.9,1323
